files,type
FashionMNIST_13041.png,6
FashionMNIST_13042.png,7
FashionMNIST_13043.png,5
FashionMNIST_13044.png,1
FashionMNIST_13045.png,2
FashionMNIST_13046.png,7
FashionMNIST_13047.png,6
FashionMNIST_13048.png,1
FashionMNIST_13049.png,3
FashionMNIST_13050.png,3
FashionMNIST_13051.png,9
FashionMNIST_13052.png,1
FashionMNIST_13053.png,8
FashionMNIST_13054.png,3
FashionMNIST_13055.png,0
FashionMNIST_13056.png,9
FashionMNIST_13057.png,2
FashionMNIST_13058.png,1
FashionMNIST_13059.png,6
FashionMNIST_13060.png,2
FashionMNIST_13061.png,9
FashionMNIST_13062.png,7
FashionMNIST_13063.png,1
FashionMNIST_13064.png,2
FashionMNIST_13065.png,0
FashionMNIST_13066.png,0
FashionMNIST_13067.png,5
FashionMNIST_13068.png,9
FashionMNIST_13069.png,9
FashionMNIST_13070.png,1
FashionMNIST_13071.png,8
FashionMNIST_13072.png,2
FashionMNIST_13073.png,2
FashionMNIST_13074.png,4
FashionMNIST_13075.png,3
FashionMNIST_13076.png,8
FashionMNIST_13077.png,1
FashionMNIST_13078.png,2
FashionMNIST_13079.png,1
FashionMNIST_13080.png,1
FashionMNIST_13081.png,5
FashionMNIST_13082.png,0
FashionMNIST_13083.png,5
FashionMNIST_13084.png,6
FashionMNIST_13085.png,2
FashionMNIST_13086.png,1
FashionMNIST_13087.png,0
FashionMNIST_13088.png,5
FashionMNIST_13089.png,4
FashionMNIST_13090.png,6
FashionMNIST_13091.png,1
FashionMNIST_13092.png,6
FashionMNIST_13093.png,2
FashionMNIST_13094.png,1
FashionMNIST_13095.png,9
FashionMNIST_13096.png,1
FashionMNIST_13097.png,5
FashionMNIST_13098.png,3
FashionMNIST_13099.png,0
FashionMNIST_13100.png,2
FashionMNIST_13101.png,1
FashionMNIST_13102.png,0
FashionMNIST_13103.png,0
FashionMNIST_13104.png,4
FashionMNIST_13105.png,7
FashionMNIST_13106.png,2
FashionMNIST_13107.png,9
FashionMNIST_13108.png,5
FashionMNIST_13109.png,9
FashionMNIST_13110.png,0
FashionMNIST_13111.png,1
FashionMNIST_13112.png,5
FashionMNIST_13113.png,1
FashionMNIST_13114.png,6
FashionMNIST_13115.png,5
FashionMNIST_13116.png,9
FashionMNIST_13117.png,1
FashionMNIST_13118.png,4
FashionMNIST_13119.png,5
FashionMNIST_13120.png,9
FashionMNIST_13121.png,0
FashionMNIST_13122.png,5
FashionMNIST_13123.png,1
FashionMNIST_13124.png,3
FashionMNIST_13125.png,5
FashionMNIST_13126.png,5
FashionMNIST_13127.png,7
FashionMNIST_13128.png,6
FashionMNIST_13129.png,6
FashionMNIST_13130.png,9
FashionMNIST_13131.png,7
FashionMNIST_13132.png,6
FashionMNIST_13133.png,3
FashionMNIST_13134.png,4
FashionMNIST_13135.png,2
FashionMNIST_13136.png,6
FashionMNIST_13137.png,0
FashionMNIST_13138.png,6
FashionMNIST_13139.png,1
FashionMNIST_13140.png,4
FashionMNIST_13141.png,7
FashionMNIST_13142.png,8
FashionMNIST_13143.png,8
FashionMNIST_13144.png,1
FashionMNIST_13145.png,6
FashionMNIST_13146.png,8
FashionMNIST_13147.png,4
FashionMNIST_13148.png,6
FashionMNIST_13149.png,6
FashionMNIST_13150.png,1
FashionMNIST_13151.png,0
FashionMNIST_13152.png,9
FashionMNIST_13153.png,8
FashionMNIST_13154.png,1
FashionMNIST_13155.png,0
FashionMNIST_13156.png,5
FashionMNIST_13157.png,1
FashionMNIST_13158.png,1
FashionMNIST_13159.png,7
FashionMNIST_13160.png,3
FashionMNIST_13161.png,3
FashionMNIST_13162.png,7
FashionMNIST_13163.png,6
FashionMNIST_13164.png,8
FashionMNIST_13165.png,6
FashionMNIST_13166.png,8
FashionMNIST_13167.png,9
FashionMNIST_13168.png,5
FashionMNIST_13169.png,9
FashionMNIST_13170.png,9
FashionMNIST_13171.png,9
FashionMNIST_13172.png,4
FashionMNIST_13173.png,7
FashionMNIST_13174.png,2
FashionMNIST_13175.png,7
FashionMNIST_13176.png,0
FashionMNIST_13177.png,4
FashionMNIST_13178.png,4
FashionMNIST_13179.png,8
FashionMNIST_13180.png,9
FashionMNIST_13181.png,9
FashionMNIST_13182.png,5
FashionMNIST_13183.png,8
FashionMNIST_13184.png,7
FashionMNIST_13185.png,0
FashionMNIST_13186.png,8
FashionMNIST_13187.png,4
FashionMNIST_13188.png,5
FashionMNIST_13189.png,3
FashionMNIST_13190.png,3
FashionMNIST_13191.png,0
FashionMNIST_13192.png,1
FashionMNIST_13193.png,4
FashionMNIST_13194.png,5
FashionMNIST_13195.png,4
FashionMNIST_13196.png,6
FashionMNIST_13197.png,0
FashionMNIST_13198.png,7
FashionMNIST_13199.png,1
FashionMNIST_13200.png,6
FashionMNIST_13201.png,9
FashionMNIST_13202.png,2
FashionMNIST_13203.png,4
FashionMNIST_13204.png,0
FashionMNIST_13205.png,2
FashionMNIST_13206.png,7
FashionMNIST_13207.png,8
FashionMNIST_13208.png,7
FashionMNIST_13209.png,7
FashionMNIST_13210.png,8
FashionMNIST_13211.png,7
FashionMNIST_13212.png,8
FashionMNIST_13213.png,1
FashionMNIST_13214.png,9
FashionMNIST_13215.png,3
FashionMNIST_13216.png,3
FashionMNIST_13217.png,4
FashionMNIST_13218.png,5
FashionMNIST_13219.png,2
FashionMNIST_13220.png,7
FashionMNIST_13221.png,7
FashionMNIST_13222.png,3
FashionMNIST_13223.png,7
FashionMNIST_13224.png,1
FashionMNIST_13225.png,2
FashionMNIST_13226.png,1
FashionMNIST_13227.png,6
FashionMNIST_13228.png,7
FashionMNIST_13229.png,9
FashionMNIST_13230.png,5
FashionMNIST_13231.png,2
FashionMNIST_13232.png,1
FashionMNIST_13233.png,6
FashionMNIST_13234.png,6
FashionMNIST_13235.png,8
FashionMNIST_13236.png,9
FashionMNIST_13237.png,4
FashionMNIST_13238.png,1
FashionMNIST_13239.png,5
FashionMNIST_13240.png,0
FashionMNIST_13241.png,8
FashionMNIST_13242.png,0
FashionMNIST_13243.png,8
FashionMNIST_13244.png,8
FashionMNIST_13245.png,3
FashionMNIST_13246.png,7
FashionMNIST_13247.png,8
FashionMNIST_13248.png,3
FashionMNIST_13249.png,1
FashionMNIST_13250.png,3
FashionMNIST_13251.png,5
FashionMNIST_13252.png,7
FashionMNIST_13253.png,5
FashionMNIST_13254.png,1
FashionMNIST_13255.png,8
FashionMNIST_13256.png,9
FashionMNIST_13257.png,1
FashionMNIST_13258.png,7
FashionMNIST_13259.png,3
FashionMNIST_13260.png,3
FashionMNIST_13261.png,5
FashionMNIST_13262.png,1
FashionMNIST_13263.png,3
FashionMNIST_13264.png,1
FashionMNIST_13265.png,6
FashionMNIST_13266.png,3
FashionMNIST_13267.png,3
FashionMNIST_13268.png,2
FashionMNIST_13269.png,2
FashionMNIST_13270.png,8
FashionMNIST_13271.png,5
FashionMNIST_13272.png,3
FashionMNIST_13273.png,4
FashionMNIST_13274.png,0
FashionMNIST_13275.png,3
FashionMNIST_13276.png,3
FashionMNIST_13277.png,0
FashionMNIST_13278.png,6
FashionMNIST_13279.png,7
FashionMNIST_13280.png,3
FashionMNIST_13281.png,7
FashionMNIST_13282.png,6
FashionMNIST_13283.png,9
FashionMNIST_13284.png,8
FashionMNIST_13285.png,8
FashionMNIST_13286.png,5
FashionMNIST_13287.png,2
FashionMNIST_13288.png,0
FashionMNIST_13289.png,6
FashionMNIST_13290.png,7
FashionMNIST_13291.png,8
FashionMNIST_13292.png,2
FashionMNIST_13293.png,3
FashionMNIST_13294.png,1
FashionMNIST_13295.png,1
FashionMNIST_13296.png,6
FashionMNIST_13297.png,2
FashionMNIST_13298.png,2
FashionMNIST_13299.png,0
FashionMNIST_13300.png,8
FashionMNIST_13301.png,7
FashionMNIST_13302.png,0
FashionMNIST_13303.png,1
FashionMNIST_13304.png,3
FashionMNIST_13305.png,3
FashionMNIST_13306.png,2
FashionMNIST_13307.png,9
FashionMNIST_13308.png,4
FashionMNIST_13309.png,1
FashionMNIST_13310.png,2
FashionMNIST_13311.png,1
FashionMNIST_13312.png,7
FashionMNIST_13313.png,7
FashionMNIST_13314.png,9
FashionMNIST_13315.png,9
FashionMNIST_13316.png,7
FashionMNIST_13317.png,3
FashionMNIST_13318.png,8
FashionMNIST_13319.png,0
FashionMNIST_13320.png,2
FashionMNIST_13321.png,8
FashionMNIST_13322.png,4
FashionMNIST_13323.png,0
FashionMNIST_13324.png,1
FashionMNIST_13325.png,1
FashionMNIST_13326.png,7
FashionMNIST_13327.png,9
FashionMNIST_13328.png,4
FashionMNIST_13329.png,5
FashionMNIST_13330.png,3
FashionMNIST_13331.png,8
FashionMNIST_13332.png,0
FashionMNIST_13333.png,5
FashionMNIST_13334.png,7
FashionMNIST_13335.png,2
FashionMNIST_13336.png,1
FashionMNIST_13337.png,5
FashionMNIST_13338.png,9
FashionMNIST_13339.png,3
FashionMNIST_13340.png,9
FashionMNIST_13341.png,8
FashionMNIST_13342.png,8
FashionMNIST_13343.png,8
FashionMNIST_13344.png,2
FashionMNIST_13345.png,9
FashionMNIST_13346.png,2
FashionMNIST_13347.png,7
FashionMNIST_13348.png,1
FashionMNIST_13349.png,7
FashionMNIST_13350.png,4
FashionMNIST_13351.png,7
FashionMNIST_13352.png,3
FashionMNIST_13353.png,8
FashionMNIST_13354.png,0
FashionMNIST_13355.png,1
FashionMNIST_13356.png,1
FashionMNIST_13357.png,3
FashionMNIST_13358.png,0
FashionMNIST_13359.png,0
FashionMNIST_13360.png,0
FashionMNIST_13361.png,0
FashionMNIST_13362.png,9
FashionMNIST_13363.png,4
FashionMNIST_13364.png,0
FashionMNIST_13365.png,6
FashionMNIST_13366.png,7
FashionMNIST_13367.png,7
FashionMNIST_13368.png,3
FashionMNIST_13369.png,6
FashionMNIST_13370.png,7
FashionMNIST_13371.png,2
FashionMNIST_13372.png,4
FashionMNIST_13373.png,8
FashionMNIST_13374.png,8
FashionMNIST_13375.png,5
FashionMNIST_13376.png,3
FashionMNIST_13377.png,8
FashionMNIST_13378.png,7
FashionMNIST_13379.png,4
FashionMNIST_13380.png,6
FashionMNIST_13381.png,8
FashionMNIST_13382.png,1
FashionMNIST_13383.png,7
FashionMNIST_13384.png,0
FashionMNIST_13385.png,3
FashionMNIST_13386.png,6
FashionMNIST_13387.png,2
FashionMNIST_13388.png,0
FashionMNIST_13389.png,6
FashionMNIST_13390.png,1
FashionMNIST_13391.png,3
FashionMNIST_13392.png,2
FashionMNIST_13393.png,3
FashionMNIST_13394.png,3
FashionMNIST_13395.png,7
FashionMNIST_13396.png,4
FashionMNIST_13397.png,1
FashionMNIST_13398.png,7
FashionMNIST_13399.png,0
FashionMNIST_13400.png,0
FashionMNIST_13401.png,6
FashionMNIST_13402.png,0
FashionMNIST_13403.png,6
FashionMNIST_13404.png,7
FashionMNIST_13405.png,7
FashionMNIST_13406.png,9
FashionMNIST_13407.png,5
FashionMNIST_13408.png,3
FashionMNIST_13409.png,1
FashionMNIST_13410.png,1
FashionMNIST_13411.png,3
FashionMNIST_13412.png,2
FashionMNIST_13413.png,8
FashionMNIST_13414.png,1
FashionMNIST_13415.png,5
FashionMNIST_13416.png,8
FashionMNIST_13417.png,6
FashionMNIST_13418.png,5
FashionMNIST_13419.png,6
FashionMNIST_13420.png,8
FashionMNIST_13421.png,3
FashionMNIST_13422.png,2
FashionMNIST_13423.png,3
FashionMNIST_13424.png,5
FashionMNIST_13425.png,7
FashionMNIST_13426.png,1
FashionMNIST_13427.png,7
FashionMNIST_13428.png,4
FashionMNIST_13429.png,4
FashionMNIST_13430.png,7
FashionMNIST_13431.png,4
FashionMNIST_13432.png,0
FashionMNIST_13433.png,7
FashionMNIST_13434.png,9
FashionMNIST_13435.png,5
FashionMNIST_13436.png,7
FashionMNIST_13437.png,2
FashionMNIST_13438.png,9
FashionMNIST_13439.png,4
FashionMNIST_13440.png,4
FashionMNIST_13441.png,9
FashionMNIST_13442.png,5
FashionMNIST_13443.png,7
FashionMNIST_13444.png,5
FashionMNIST_13445.png,9
FashionMNIST_13446.png,1
FashionMNIST_13447.png,5
FashionMNIST_13448.png,0
FashionMNIST_13449.png,0
FashionMNIST_13450.png,3
FashionMNIST_13451.png,6
FashionMNIST_13452.png,3
FashionMNIST_13453.png,2
FashionMNIST_13454.png,0
FashionMNIST_13455.png,5
FashionMNIST_13456.png,3
FashionMNIST_13457.png,8
FashionMNIST_13458.png,8
FashionMNIST_13459.png,6
FashionMNIST_13460.png,7
FashionMNIST_13461.png,6
FashionMNIST_13462.png,2
FashionMNIST_13463.png,1
FashionMNIST_13464.png,6
FashionMNIST_13465.png,2
FashionMNIST_13466.png,8
FashionMNIST_13467.png,2
FashionMNIST_13468.png,8
FashionMNIST_13469.png,9
FashionMNIST_13470.png,1
FashionMNIST_13471.png,4
FashionMNIST_13472.png,2
FashionMNIST_13473.png,3
FashionMNIST_13474.png,4
FashionMNIST_13475.png,1
FashionMNIST_13476.png,8
FashionMNIST_13477.png,3
FashionMNIST_13478.png,2
FashionMNIST_13479.png,2
FashionMNIST_13480.png,6
FashionMNIST_13481.png,5
FashionMNIST_13482.png,7
FashionMNIST_13483.png,9
FashionMNIST_13484.png,2
FashionMNIST_13485.png,8
FashionMNIST_13486.png,8
FashionMNIST_13487.png,8
FashionMNIST_13488.png,1
FashionMNIST_13489.png,7
FashionMNIST_13490.png,8
FashionMNIST_13491.png,9
FashionMNIST_13492.png,4
FashionMNIST_13493.png,5
FashionMNIST_13494.png,3
FashionMNIST_13495.png,1
FashionMNIST_13496.png,0
FashionMNIST_13497.png,6
FashionMNIST_13498.png,5
FashionMNIST_13499.png,0
FashionMNIST_13500.png,1
FashionMNIST_13501.png,0
FashionMNIST_13502.png,2
FashionMNIST_13503.png,5
FashionMNIST_13504.png,6
FashionMNIST_13505.png,4
FashionMNIST_13506.png,8
FashionMNIST_13507.png,3
FashionMNIST_13508.png,6
FashionMNIST_13509.png,7
FashionMNIST_13510.png,7
FashionMNIST_13511.png,1
FashionMNIST_13512.png,8
FashionMNIST_13513.png,9
FashionMNIST_13514.png,2
FashionMNIST_13515.png,7
FashionMNIST_13516.png,8
FashionMNIST_13517.png,5
FashionMNIST_13518.png,8
FashionMNIST_13519.png,9
FashionMNIST_13520.png,2
FashionMNIST_13521.png,5
FashionMNIST_13522.png,9
FashionMNIST_13523.png,6
FashionMNIST_13524.png,3
FashionMNIST_13525.png,7
FashionMNIST_13526.png,8
FashionMNIST_13527.png,9
FashionMNIST_13528.png,1
FashionMNIST_13529.png,3
FashionMNIST_13530.png,0
FashionMNIST_13531.png,2
FashionMNIST_13532.png,0
FashionMNIST_13533.png,8
FashionMNIST_13534.png,1
FashionMNIST_13535.png,0
FashionMNIST_13536.png,5
FashionMNIST_13537.png,4
FashionMNIST_13538.png,9
FashionMNIST_13539.png,3
FashionMNIST_13540.png,1
FashionMNIST_13541.png,1
FashionMNIST_13542.png,6
FashionMNIST_13543.png,7
FashionMNIST_13544.png,0
FashionMNIST_13545.png,3
FashionMNIST_13546.png,0
FashionMNIST_13547.png,9
FashionMNIST_13548.png,9
FashionMNIST_13549.png,6
FashionMNIST_13550.png,2
FashionMNIST_13551.png,6
FashionMNIST_13552.png,8
FashionMNIST_13553.png,0
FashionMNIST_13554.png,7
FashionMNIST_13555.png,4
FashionMNIST_13556.png,4
FashionMNIST_13557.png,8
FashionMNIST_13558.png,4
FashionMNIST_13559.png,4
FashionMNIST_13560.png,9
FashionMNIST_13561.png,6
FashionMNIST_13562.png,2
FashionMNIST_13563.png,8
FashionMNIST_13564.png,4
FashionMNIST_13565.png,8
FashionMNIST_13566.png,9
FashionMNIST_13567.png,6
FashionMNIST_13568.png,0
FashionMNIST_13569.png,3
FashionMNIST_13570.png,4
FashionMNIST_13571.png,1
FashionMNIST_13572.png,7
FashionMNIST_13573.png,2
FashionMNIST_13574.png,6
FashionMNIST_13575.png,3
FashionMNIST_13576.png,5
FashionMNIST_13577.png,2
FashionMNIST_13578.png,2
FashionMNIST_13579.png,5
FashionMNIST_13580.png,9
FashionMNIST_13581.png,2
FashionMNIST_13582.png,2
FashionMNIST_13583.png,4
FashionMNIST_13584.png,7
FashionMNIST_13585.png,9
FashionMNIST_13586.png,1
FashionMNIST_13587.png,9
FashionMNIST_13588.png,6
FashionMNIST_13589.png,3
FashionMNIST_13590.png,4
FashionMNIST_13591.png,8
FashionMNIST_13592.png,8
FashionMNIST_13593.png,7
FashionMNIST_13594.png,0
FashionMNIST_13595.png,7
FashionMNIST_13596.png,9
FashionMNIST_13597.png,7
FashionMNIST_13598.png,3
FashionMNIST_13599.png,4
FashionMNIST_13600.png,3
FashionMNIST_13601.png,4
FashionMNIST_13602.png,0
FashionMNIST_13603.png,2
FashionMNIST_13604.png,2
FashionMNIST_13605.png,9
FashionMNIST_13606.png,9
FashionMNIST_13607.png,4
FashionMNIST_13608.png,3
FashionMNIST_13609.png,5
FashionMNIST_13610.png,1
FashionMNIST_13611.png,5
FashionMNIST_13612.png,5
FashionMNIST_13613.png,4
FashionMNIST_13614.png,7
FashionMNIST_13615.png,3
FashionMNIST_13616.png,7
FashionMNIST_13617.png,1
FashionMNIST_13618.png,6
FashionMNIST_13619.png,2
FashionMNIST_13620.png,2
FashionMNIST_13621.png,6
FashionMNIST_13622.png,6
FashionMNIST_13623.png,9
FashionMNIST_13624.png,7
FashionMNIST_13625.png,9
FashionMNIST_13626.png,1
FashionMNIST_13627.png,6
FashionMNIST_13628.png,2
FashionMNIST_13629.png,4
FashionMNIST_13630.png,8
FashionMNIST_13631.png,0
FashionMNIST_13632.png,6
FashionMNIST_13633.png,9
FashionMNIST_13634.png,9
FashionMNIST_13635.png,2
FashionMNIST_13636.png,3
FashionMNIST_13637.png,1
FashionMNIST_13638.png,3
FashionMNIST_13639.png,3
FashionMNIST_13640.png,2
FashionMNIST_13641.png,5
FashionMNIST_13642.png,0
FashionMNIST_13643.png,7
FashionMNIST_13644.png,5
FashionMNIST_13645.png,4
FashionMNIST_13646.png,9
FashionMNIST_13647.png,9
FashionMNIST_13648.png,8
FashionMNIST_13649.png,6
FashionMNIST_13650.png,7
FashionMNIST_13651.png,9
FashionMNIST_13652.png,0
FashionMNIST_13653.png,8
FashionMNIST_13654.png,8
FashionMNIST_13655.png,2
FashionMNIST_13656.png,3
FashionMNIST_13657.png,9
FashionMNIST_13658.png,4
FashionMNIST_13659.png,4
FashionMNIST_13660.png,8
FashionMNIST_13661.png,2
FashionMNIST_13662.png,2
FashionMNIST_13663.png,3
FashionMNIST_13664.png,9
FashionMNIST_13665.png,9
FashionMNIST_13666.png,5
FashionMNIST_13667.png,9
FashionMNIST_13668.png,4
FashionMNIST_13669.png,5
FashionMNIST_13670.png,5
FashionMNIST_13671.png,0
FashionMNIST_13672.png,9
FashionMNIST_13673.png,3
FashionMNIST_13674.png,0
FashionMNIST_13675.png,1
FashionMNIST_13676.png,3
FashionMNIST_13677.png,8
FashionMNIST_13678.png,9
FashionMNIST_13679.png,0
FashionMNIST_13680.png,4
FashionMNIST_13681.png,2
FashionMNIST_13682.png,7
FashionMNIST_13683.png,6
FashionMNIST_13684.png,9
FashionMNIST_13685.png,1
FashionMNIST_13686.png,1
FashionMNIST_13687.png,6
FashionMNIST_13688.png,3
FashionMNIST_13689.png,9
FashionMNIST_13690.png,6
FashionMNIST_13691.png,9
FashionMNIST_13692.png,1
FashionMNIST_13693.png,8
FashionMNIST_13694.png,6
FashionMNIST_13695.png,6
FashionMNIST_13696.png,6
FashionMNIST_13697.png,7
FashionMNIST_13698.png,9
FashionMNIST_13699.png,9
FashionMNIST_13700.png,9
FashionMNIST_13701.png,8
FashionMNIST_13702.png,6
FashionMNIST_13703.png,8
FashionMNIST_13704.png,4
FashionMNIST_13705.png,3
FashionMNIST_13706.png,0
FashionMNIST_13707.png,8
FashionMNIST_13708.png,6
FashionMNIST_13709.png,7
FashionMNIST_13710.png,3
FashionMNIST_13711.png,2
FashionMNIST_13712.png,7
FashionMNIST_13713.png,9
FashionMNIST_13714.png,5
FashionMNIST_13715.png,1
FashionMNIST_13716.png,1
FashionMNIST_13717.png,3
FashionMNIST_13718.png,7
FashionMNIST_13719.png,0
FashionMNIST_13720.png,7
FashionMNIST_13721.png,0
FashionMNIST_13722.png,3
FashionMNIST_13723.png,0
FashionMNIST_13724.png,8
FashionMNIST_13725.png,5
FashionMNIST_13726.png,6
FashionMNIST_13727.png,8
FashionMNIST_13728.png,7
FashionMNIST_13729.png,8
FashionMNIST_13730.png,1
FashionMNIST_13731.png,1
FashionMNIST_13732.png,7
FashionMNIST_13733.png,9
FashionMNIST_13734.png,8
FashionMNIST_13735.png,3
FashionMNIST_13736.png,5
FashionMNIST_13737.png,5
FashionMNIST_13738.png,4
FashionMNIST_13739.png,4
FashionMNIST_13740.png,3
FashionMNIST_13741.png,3
FashionMNIST_13742.png,6
FashionMNIST_13743.png,8
FashionMNIST_13744.png,9
FashionMNIST_13745.png,6
FashionMNIST_13746.png,7
FashionMNIST_13747.png,2
FashionMNIST_13748.png,9
FashionMNIST_13749.png,0
FashionMNIST_13750.png,3
FashionMNIST_13751.png,4
FashionMNIST_13752.png,8
FashionMNIST_13753.png,5
FashionMNIST_13754.png,5
FashionMNIST_13755.png,7
FashionMNIST_13756.png,7
FashionMNIST_13757.png,8
FashionMNIST_13758.png,1
FashionMNIST_13759.png,8
FashionMNIST_13760.png,6
FashionMNIST_13761.png,5
FashionMNIST_13762.png,2
FashionMNIST_13763.png,7
FashionMNIST_13764.png,8
FashionMNIST_13765.png,3
FashionMNIST_13766.png,4
FashionMNIST_13767.png,1
FashionMNIST_13768.png,3
FashionMNIST_13769.png,4
FashionMNIST_13770.png,4
FashionMNIST_13771.png,8
FashionMNIST_13772.png,5
FashionMNIST_13773.png,1
FashionMNIST_13774.png,4
FashionMNIST_13775.png,4
FashionMNIST_13776.png,7
FashionMNIST_13777.png,6
FashionMNIST_13778.png,5
FashionMNIST_13779.png,0
FashionMNIST_13780.png,1
FashionMNIST_13781.png,8
FashionMNIST_13782.png,5
FashionMNIST_13783.png,4
FashionMNIST_13784.png,7
FashionMNIST_13785.png,9
FashionMNIST_13786.png,4
FashionMNIST_13787.png,6
FashionMNIST_13788.png,1
FashionMNIST_13789.png,2
FashionMNIST_13790.png,9
FashionMNIST_13791.png,6
FashionMNIST_13792.png,6
FashionMNIST_13793.png,8
FashionMNIST_13794.png,4
FashionMNIST_13795.png,7
FashionMNIST_13796.png,2
FashionMNIST_13797.png,9
FashionMNIST_13798.png,4
FashionMNIST_13799.png,7
FashionMNIST_13800.png,4
FashionMNIST_13801.png,1
FashionMNIST_13802.png,5
FashionMNIST_13803.png,6
FashionMNIST_13804.png,0
FashionMNIST_13805.png,5
FashionMNIST_13806.png,0
FashionMNIST_13807.png,9
FashionMNIST_13808.png,9
FashionMNIST_13809.png,6
FashionMNIST_13810.png,8
FashionMNIST_13811.png,9
FashionMNIST_13812.png,3
FashionMNIST_13813.png,3
FashionMNIST_13814.png,5
FashionMNIST_13815.png,9
FashionMNIST_13816.png,3
FashionMNIST_13817.png,9
FashionMNIST_13818.png,9
FashionMNIST_13819.png,1
FashionMNIST_13820.png,9
FashionMNIST_13821.png,2
FashionMNIST_13822.png,3
FashionMNIST_13823.png,7
FashionMNIST_13824.png,1
FashionMNIST_13825.png,6
FashionMNIST_13826.png,5
FashionMNIST_13827.png,8
FashionMNIST_13828.png,8
FashionMNIST_13829.png,5
FashionMNIST_13830.png,8
FashionMNIST_13831.png,1
FashionMNIST_13832.png,9
FashionMNIST_13833.png,4
FashionMNIST_13834.png,7
FashionMNIST_13835.png,0
FashionMNIST_13836.png,4
FashionMNIST_13837.png,6
FashionMNIST_13838.png,8
FashionMNIST_13839.png,6
FashionMNIST_13840.png,5
FashionMNIST_13841.png,9
FashionMNIST_13842.png,0
FashionMNIST_13843.png,4
FashionMNIST_13844.png,4
FashionMNIST_13845.png,4
FashionMNIST_13846.png,2
FashionMNIST_13847.png,5
FashionMNIST_13848.png,9
FashionMNIST_13849.png,9
FashionMNIST_13850.png,5
FashionMNIST_13851.png,6
FashionMNIST_13852.png,5
FashionMNIST_13853.png,9
FashionMNIST_13854.png,9
FashionMNIST_13855.png,9
FashionMNIST_13856.png,0
FashionMNIST_13857.png,9
FashionMNIST_13858.png,8
FashionMNIST_13859.png,5
FashionMNIST_13860.png,7
FashionMNIST_13861.png,9
FashionMNIST_13862.png,5
FashionMNIST_13863.png,7
FashionMNIST_13864.png,3
FashionMNIST_13865.png,4
FashionMNIST_13866.png,4
FashionMNIST_13867.png,8
FashionMNIST_13868.png,4
FashionMNIST_13869.png,7
FashionMNIST_13870.png,9
FashionMNIST_13871.png,6
FashionMNIST_13872.png,0
FashionMNIST_13873.png,5
FashionMNIST_13874.png,7
FashionMNIST_13875.png,2
FashionMNIST_13876.png,9
FashionMNIST_13877.png,4
FashionMNIST_13878.png,9
FashionMNIST_13879.png,0
FashionMNIST_13880.png,5
FashionMNIST_13881.png,6
FashionMNIST_13882.png,6
FashionMNIST_13883.png,1
FashionMNIST_13884.png,7
FashionMNIST_13885.png,4
FashionMNIST_13886.png,7
FashionMNIST_13887.png,8
FashionMNIST_13888.png,8
FashionMNIST_13889.png,8
FashionMNIST_13890.png,1
FashionMNIST_13891.png,0
FashionMNIST_13892.png,2
FashionMNIST_13893.png,9
FashionMNIST_13894.png,8
FashionMNIST_13895.png,2
FashionMNIST_13896.png,2
FashionMNIST_13897.png,3
FashionMNIST_13898.png,2
FashionMNIST_13899.png,5
FashionMNIST_13900.png,3
FashionMNIST_13901.png,4
FashionMNIST_13902.png,0
FashionMNIST_13903.png,4
FashionMNIST_13904.png,7
FashionMNIST_13905.png,0
FashionMNIST_13906.png,1
FashionMNIST_13907.png,8
FashionMNIST_13908.png,8
FashionMNIST_13909.png,5
FashionMNIST_13910.png,3
FashionMNIST_13911.png,9
FashionMNIST_13912.png,6
FashionMNIST_13913.png,9
FashionMNIST_13914.png,5
FashionMNIST_13915.png,0
FashionMNIST_13916.png,9
FashionMNIST_13917.png,2
FashionMNIST_13918.png,0
FashionMNIST_13919.png,2
FashionMNIST_13920.png,9
FashionMNIST_13921.png,0
FashionMNIST_13922.png,9
FashionMNIST_13923.png,9
FashionMNIST_13924.png,7
FashionMNIST_13925.png,6
FashionMNIST_13926.png,1
FashionMNIST_13927.png,1
FashionMNIST_13928.png,3
FashionMNIST_13929.png,2
FashionMNIST_13930.png,5
FashionMNIST_13931.png,2
FashionMNIST_13932.png,0
FashionMNIST_13933.png,0
FashionMNIST_13934.png,1
FashionMNIST_13935.png,7
FashionMNIST_13936.png,8
FashionMNIST_13937.png,9
FashionMNIST_13938.png,8
FashionMNIST_13939.png,4
FashionMNIST_13940.png,7
FashionMNIST_13941.png,4
FashionMNIST_13942.png,8
FashionMNIST_13943.png,1
FashionMNIST_13944.png,3
FashionMNIST_13945.png,5
FashionMNIST_13946.png,2
FashionMNIST_13947.png,6
FashionMNIST_13948.png,0
FashionMNIST_13949.png,9
FashionMNIST_13950.png,0
FashionMNIST_13951.png,1
FashionMNIST_13952.png,0
FashionMNIST_13953.png,7
FashionMNIST_13954.png,2
FashionMNIST_13955.png,2
FashionMNIST_13956.png,6
FashionMNIST_13957.png,3
FashionMNIST_13958.png,6
FashionMNIST_13959.png,8
FashionMNIST_13960.png,1
FashionMNIST_13961.png,2
FashionMNIST_13962.png,7
FashionMNIST_13963.png,0
FashionMNIST_13964.png,6
FashionMNIST_13965.png,4
FashionMNIST_13966.png,4
FashionMNIST_13967.png,7
FashionMNIST_13968.png,4
FashionMNIST_13969.png,3
FashionMNIST_13970.png,8
FashionMNIST_13971.png,4
FashionMNIST_13972.png,6
FashionMNIST_13973.png,4
